call_id,loan_id,call_date,outcome,agent_notes
CALL0001240,LOAN0001269,2026-05-20,Connected,Customer requested extension
CALL0001241,LOAN0003326,2026-02-03,No answer,Will pay this week
CALL0001242,LOAN0000967,2026-02-04,No answer,Could not reach
CALL0001243,LOAN0002826,2026-04-16,No answer,Disputed amount
CALL0001244,LOAN0000017,2026-05-14,Promise to pay,Could not reach
CALL0001245,LOAN0002237,2026-07-09,Wrong number,Could not reach
CALL0001246,LOAN0002923,2026-04-12,Connected,Disputed amount
CALL0001247,LOAN0000474,2026-10-12,Wrong number,Income delayed
CALL0001248,LOAN0002573,2026-08-13,No answer,Could not reach
CALL0001249,LOAN0000224,2026-05-06,Connected,Disputed amount
CALL0001250,LOAN0000918,2025-12-19,Wrong number,Income delayed
CALL0001251,LOAN0000778,2026-07-17,Connected,Income delayed
CALL0001252,LOAN0001053,2026-03-06,Promise to pay,Will pay this week
CALL0001253,LOAN0003021,2027-01-08,Connected,Will pay this week
CALL0001254,LOAN0001300,2026-03-03,Connected,Customer requested extension
CALL0001255,LOAN0002025,2026-06-23,Dispute raised,Disputed amount
CALL0001256,LOAN0000489,2026-11-19,No answer,Will pay this week
CALL0001257,LOAN0002502,2025-09-19,Wrong number,Will pay this week
CALL0001258,LOAN0003264,2026-04-10,Promise to pay,Customer requested extension
CALL0001259,LOAN0001396,2026-11-04,Connected,Income delayed
CALL0001260,LOAN0001748,2026-03-15,Connected,Customer requested extension
CALL0001261,LOAN0001096,2025-08-24,Connected,Disputed amount
CALL0001262,LOAN0000184,2026-01-23,Connected,Customer requested extension
CALL0001263,LOAN0000385,2026-08-14,Connected,Could not reach
CALL0001264,LOAN0002400,2026-08-17,Wrong number,Customer requested extension
CALL0001265,LOAN0002951,2026-07-24,No answer,Income delayed
CALL0001266,LOAN0003078,2026-01-12,Connected,Will pay this week
CALL0001267,LOAN0002157,2026-08-14,No answer,Could not reach
CALL0001268,LOAN0002249,2026-05-05,No answer,Customer requested extension
CALL0001269,LOAN0001539,2026-10-09,Promise to pay,Disputed amount
CALL0001270,LOAN0001012,2026-09-20,Connected,Income delayed
CALL0001271,LOAN0001077,2026-03-17,Promise to pay,Income delayed
CALL0001272,LOAN0003069,2026-04-16,Promise to pay,Income delayed
CALL0001273,LOAN0000284,2026-04-05,Promise to pay,Disputed amount
CALL0001274,LOAN0000582,2026-05-05,No answer,Disputed amount
CALL0001275,LOAN0002851,2026-03-02,Dispute raised,Will pay this week
CALL0001276,LOAN0000563,2026-04-06,Connected,Income delayed
CALL0001277,LOAN0000363,2026-01-11,Connected,Disputed amount
CALL0001278,LOAN0001509,2026-08-03,Connected,Could not reach
CALL0001279,LOAN0001667,2026-11-14,Connected,Income delayed
CALL0001280,LOAN0002373,2025-11-16,Connected,Income delayed
CALL0001281,LOAN0001916,2026-07-18,Wrong number,Could not reach
CALL0001282,LOAN0001418,2026-03-08,No answer,Could not reach
CALL0001283,LOAN0001000,2026-09-18,Promise to pay,Customer requested extension
CALL0001284,LOAN0002683,2026-03-25,Promise to pay,Will pay this week
CALL0001285,LOAN0000421,2026-06-05,Connected,Could not reach
CALL0001286,LOAN0002351,2026-07-08,Promise to pay,Will pay this week
CALL0001287,LOAN0002142,2026-03-02,Promise to pay,Could not reach
CALL0001288,LOAN0001358,2026-08-21,Connected,Could not reach
CALL0001289,LOAN0000347,2026-10-13,Connected,Income delayed
CALL0001290,LOAN0002661,2025-08-02,Promise to pay,Will pay this week
CALL0001291,LOAN0000424,2026-08-15,No answer,Customer requested extension
CALL0001292,LOAN0002915,2026-01-09,No answer,Will pay this week
CALL0001293,LOAN0001392,2025-12-24,No answer,Will pay this week
CALL0001294,LOAN0000961,2026-07-05,Connected,Customer requested extension
CALL0001295,LOAN0001354,2026-08-13,Connected,Will pay this week
CALL0001296,LOAN0001312,2026-04-03,No answer,Income delayed
CALL0001297,LOAN0001509,2026-05-21,No answer,Customer requested extension
CALL0001298,LOAN0002431,2026-04-17,Connected,Disputed amount
CALL0001299,LOAN0001155,2026-09-09,No answer,Disputed amount
CALL0001300,LOAN0001063,2026-04-20,Promise to pay,Income delayed
CALL0001301,LOAN0002375,2026-09-04,Promise to pay,Will pay this week
CALL0001302,LOAN0001749,2026-07-02,Connected,Income delayed
CALL0001303,LOAN0001669,2026-04-04,No answer,Will pay this week
CALL0001304,LOAN0002468,2027-02-24,No answer,Income delayed
CALL0001305,LOAN0001434,2026-04-20,Promise to pay,Disputed amount
CALL0001306,LOAN0001165,2026-07-10,Dispute raised,Will pay this week
CALL0001307,LOAN0000567,2026-02-04,Promise to pay,Customer requested extension
CALL0001308,LOAN0001957,2026-08-14,No answer,Will pay this week
CALL0001309,LOAN0000812,2026-10-18,No answer,Disputed amount
CALL0001310,LOAN0001369,2025-12-12,Connected,Customer requested extension
CALL0001311,LOAN0000049,2027-01-05,Promise to pay,Disputed amount
CALL0001312,LOAN0002613,2026-03-15,Wrong number,Income delayed
CALL0001313,LOAN0003223,2026-06-14,Promise to pay,Customer requested extension
CALL0001314,LOAN0002887,2026-01-07,Promise to pay,Customer requested extension
CALL0001315,LOAN0002822,2026-06-14,Promise to pay,Disputed amount
CALL0001316,LOAN0000896,2026-04-05,No answer,Customer requested extension
CALL0001317,LOAN0001230,2026-05-07,No answer,Will pay this week
CALL0001318,LOAN0000396,2026-05-12,Connected,Will pay this week
CALL0001319,LOAN0001546,2025-10-25,Wrong number,Customer requested extension
CALL0001320,LOAN0001520,2026-09-23,Connected,Could not reach
CALL0001321,LOAN0003186,2026-07-18,No answer,Will pay this week
CALL0001322,LOAN0003234,2026-07-20,Connected,Income delayed
CALL0001323,LOAN0000151,2026-10-17,No answer,Will pay this week
CALL0001324,LOAN0002020,2026-09-23,Connected,Will pay this week
CALL0001325,LOAN0002649,2026-02-03,No answer,Customer requested extension
CALL0001326,LOAN0000335,2026-06-03,Promise to pay,Income delayed
CALL0001327,LOAN0002562,2026-02-21,Connected,Income delayed
CALL0001328,LOAN0001288,2026-07-21,No answer,Income delayed
CALL0001329,LOAN0000563,2026-02-25,Connected,Will pay this week
CALL0001330,LOAN0000420,2026-10-25,No answer,Customer requested extension
CALL0001331,LOAN0001360,2027-02-06,Connected,Customer requested extension
CALL0001332,LOAN0000300,2026-01-12,Connected,Income delayed
CALL0001333,LOAN0003154,2026-09-18,Connected,Could not reach
CALL0001334,LOAN0001581,2026-05-07,Connected,Will pay this week
CALL0001335,LOAN0002270,2026-12-12,No answer,Will pay this week
CALL0001336,LOAN0000675,2026-02-05,No answer,Income delayed
CALL0001337,LOAN0000603,2026-03-13,No answer,Could not reach
CALL0001338,LOAN0002245,2026-06-03,Promise to pay,Could not reach
CALL0001339,LOAN0000675,2026-03-10,No answer,Could not reach
CALL0001340,LOAN0000656,2026-05-12,Wrong number,Income delayed
CALL0001341,LOAN0002062,2025-09-15,Connected,Could not reach
CALL0001342,LOAN0002383,2026-04-11,Connected,Income delayed
CALL0001343,LOAN0001117,2026-06-15,No answer,Could not reach
CALL0001344,LOAN0001360,2026-07-22,Wrong number,Disputed amount
CALL0001345,LOAN0001066,2025-10-22,Connected,Income delayed
CALL0001346,LOAN0001487,2026-05-23,Connected,Customer requested extension
CALL0001347,LOAN0000069,2026-04-03,Wrong number,Customer requested extension
CALL0001348,LOAN0001587,2026-02-09,Dispute raised,Customer requested extension
CALL0001349,LOAN0002900,2026-05-18,Connected,Customer requested extension
CALL0001350,LOAN0002833,2026-08-24,No answer,Could not reach
CALL0001351,LOAN0000141,2026-07-18,No answer,Income delayed
CALL0001352,LOAN0002065,2026-11-14,Connected,Income delayed
CALL0001353,LOAN0002701,2026-04-10,No answer,Will pay this week
CALL0001354,LOAN0001368,2026-07-15,Promise to pay,Could not reach
CALL0001355,LOAN0002107,2026-08-14,Promise to pay,Will pay this week
CALL0001356,LOAN0002120,2026-05-03,No answer,Disputed amount
CALL0001357,LOAN0003311,2025-11-04,No answer,Will pay this week
CALL0001358,LOAN0001293,2026-04-10,Connected,Will pay this week
CALL0001359,LOAN0000812,2026-07-12,Promise to pay,Could not reach
CALL0001360,LOAN0002908,2026-08-06,No answer,Will pay this week
CALL0001361,LOAN0000017,2026-07-18,No answer,Could not reach
CALL0001362,LOAN0002033,2026-11-04,No answer,Disputed amount
CALL0001363,LOAN0000088,2026-07-21,Connected,Disputed amount
CALL0001364,LOAN0000030,2026-05-17,Promise to pay,Will pay this week
CALL0001365,LOAN0001358,2026-11-18,Promise to pay,Disputed amount
CALL0001366,LOAN0002956,2026-12-02,No answer,Income delayed
CALL0001367,LOAN0003372,2026-03-12,Connected,Income delayed
CALL0001368,LOAN0001945,2025-11-06,Promise to pay,Customer requested extension
CALL0001369,LOAN0001992,2026-01-12,Wrong number,Could not reach
CALL0001370,LOAN0000228,2027-02-20,Promise to pay,Could not reach
CALL0001371,LOAN0000380,2026-01-25,Promise to pay,Customer requested extension
CALL0001372,LOAN0000966,2027-01-03,Connected,Customer requested extension
CALL0001373,LOAN0000626,2026-02-20,No answer,Income delayed
CALL0001374,LOAN0002182,2026-08-18,Wrong number,Customer requested extension
CALL0001375,LOAN0001013,2026-06-10,No answer,Could not reach
CALL0001376,LOAN0001240,2026-04-17,No answer,Will pay this week
CALL0001377,LOAN0002322,2026-11-22,No answer,Could not reach
CALL0001378,LOAN0001695,2026-10-16,Dispute raised,Could not reach
CALL0001379,LOAN0001399,2026-06-20,No answer,Will pay this week
CALL0001380,LOAN0001337,2026-08-04,Connected,Will pay this week
CALL0001381,LOAN0002375,2026-06-04,Connected,Income delayed
CALL0001382,LOAN0000381,2026-08-13,Connected,Disputed amount
CALL0001383,LOAN0001294,2026-04-19,Connected,Income delayed
CALL0001384,LOAN0001886,2026-03-15,Connected,Disputed amount
CALL0001385,LOAN0003373,2026-04-12,Promise to pay,Will pay this week
CALL0001386,LOAN0002794,2026-08-07,Connected,Could not reach
CALL0001387,LOAN0001478,2026-08-15,No answer,Could not reach
CALL0001388,LOAN0003134,2026-09-14,Connected,Disputed amount
CALL0001389,LOAN0001347,2026-12-15,Wrong number,Will pay this week
CALL0001390,LOAN0000714,2026-04-03,No answer,Income delayed
CALL0001391,LOAN0003130,2026-07-16,Promise to pay,Customer requested extension
CALL0001392,LOAN0000148,2026-06-03,Connected,Customer requested extension
CALL0001393,LOAN0000319,2026-04-21,Connected,Could not reach
CALL0001394,LOAN0000112,2026-02-12,Connected,Could not reach
CALL0001395,LOAN0001007,2026-12-18,Connected,Customer requested extension
CALL0001396,LOAN0000990,2026-03-11,Connected,Disputed amount
CALL0001397,LOAN0000145,2026-01-21,Connected,Disputed amount
CALL0001398,LOAN0000317,2026-09-16,Dispute raised,Disputed amount
CALL0001399,LOAN0000165,2026-08-20,No answer,Will pay this week
CALL0001400,LOAN0001612,2026-03-24,Wrong number,Will pay this week
CALL0001401,LOAN0001115,2026-12-14,No answer,Disputed amount
CALL0001402,LOAN0000806,2026-08-07,No answer,Customer requested extension
CALL0001403,LOAN0002357,2026-07-18,Dispute raised,Disputed amount
CALL0001404,LOAN0000861,2026-03-12,No answer,Customer requested extension
CALL0001405,LOAN0000230,2026-10-18,Promise to pay,Customer requested extension
CALL0001406,LOAN0002475,2025-12-14,Dispute raised,Income delayed
CALL0001407,LOAN0002101,2026-08-04,Dispute raised,Disputed amount
CALL0001408,LOAN0000962,2026-02-12,Connected,Could not reach
CALL0001409,LOAN0001950,2025-11-12,Promise to pay,Could not reach
CALL0001410,LOAN0003208,2025-12-16,Connected,Will pay this week
CALL0001411,LOAN0000866,2025-11-07,No answer,Income delayed
CALL0001412,LOAN0000422,2026-07-06,Dispute raised,Will pay this week
CALL0001413,LOAN0003037,2026-02-16,Promise to pay,Customer requested extension
CALL0001414,LOAN0001918,2026-05-05,Promise to pay,Disputed amount
CALL0001415,LOAN0001291,2026-08-20,Connected,Customer requested extension
CALL0001416,LOAN0002897,2026-04-25,No answer,Customer requested extension
CALL0001417,LOAN0003371,2025-11-08,Connected,Income delayed
CALL0001418,LOAN0000736,2026-09-13,Connected,Could not reach
CALL0001419,LOAN0000185,2026-08-03,Connected,Income delayed
CALL0001420,LOAN0001209,2026-05-14,Connected,Could not reach
CALL0001421,LOAN0001821,2026-09-10,Dispute raised,Income delayed
CALL0001422,LOAN0001172,2026-01-06,Connected,Customer requested extension
CALL0001423,LOAN0000547,2026-09-22,Wrong number,Customer requested extension
CALL0001424,LOAN0003145,2025-11-21,Connected,Disputed amount
CALL0001425,LOAN0000614,2026-07-16,No answer,Disputed amount
CALL0001426,LOAN0002179,2027-01-13,No answer,Will pay this week
CALL0001427,LOAN0000505,2026-09-12,Dispute raised,Disputed amount
CALL0001428,LOAN0003025,2026-05-13,Connected,Could not reach
CALL0001429,LOAN0001230,2026-10-15,No answer,Will pay this week
CALL0001430,LOAN0000531,2026-06-03,No answer,Customer requested extension
CALL0001431,LOAN0001488,2026-07-12,Connected,Could not reach
CALL0001432,LOAN0000114,2026-02-16,Promise to pay,Disputed amount
CALL0001433,LOAN0001336,2026-11-22,Promise to pay,Disputed amount
CALL0001434,LOAN0000967,2025-12-17,Promise to pay,Will pay this week
CALL0001435,LOAN0001275,2026-02-02,Connected,Could not reach
CALL0001436,LOAN0001580,2027-01-16,Promise to pay,Will pay this week
CALL0001437,LOAN0001160,2026-12-16,Wrong number,Customer requested extension
CALL0001438,LOAN0000354,2026-06-18,Connected,Disputed amount
CALL0001439,LOAN0002608,2026-06-15,Connected,Customer requested extension
CALL0001440,LOAN0000681,2026-02-13,No answer,Disputed amount
CALL0001441,LOAN0002051,2026-05-14,Connected,Income delayed
CALL0001442,LOAN0000442,2026-11-07,Wrong number,Customer requested extension
CALL0001443,LOAN0001230,2026-11-22,No answer,Income delayed
CALL0001444,LOAN0000189,2026-04-11,Promise to pay,Income delayed
CALL0001445,LOAN0002626,2025-10-12,No answer,Disputed amount
CALL0001446,LOAN0000494,2026-03-21,No answer,Income delayed
CALL0001447,LOAN0001325,2026-05-21,Dispute raised,Income delayed
CALL0001448,LOAN0003096,2026-03-14,No answer,Disputed amount
CALL0001449,LOAN0000984,2025-12-11,No answer,Will pay this week
CALL0001450,LOAN0000898,2026-03-23,No answer,Could not reach
CALL0001451,LOAN0001273,2026-01-19,No answer,Customer requested extension
CALL0001452,LOAN0002298,2026-11-18,Promise to pay,Could not reach
CALL0001453,LOAN0002900,2026-03-24,Dispute raised,Disputed amount
CALL0001454,LOAN0001456,2026-10-09,Promise to pay,Could not reach
CALL0001455,LOAN0001216,2026-05-06,Connected,Disputed amount
CALL0001456,LOAN0002071,2026-03-04,Connected,Will pay this week
CALL0001457,LOAN0001720,2026-03-06,Dispute raised,Disputed amount
CALL0001458,LOAN0000885,2026-02-25,No answer,Income delayed
CALL0001459,LOAN0001062,2026-04-21,Wrong number,Customer requested extension
CALL0001460,LOAN0000341,2026-01-14,Promise to pay,Income delayed
CALL0001461,LOAN0003399,2025-12-08,Promise to pay,Customer requested extension
CALL0001462,LOAN0001215,2026-11-14,Wrong number,Income delayed
CALL0001463,LOAN0001071,2026-07-08,No answer,Customer requested extension
CALL0001464,LOAN0000603,2026-01-03,Promise to pay,Disputed amount
CALL0001465,LOAN0001903,2026-07-02,Promise to pay,Could not reach
CALL0001466,LOAN0000644,2026-03-14,Connected,Could not reach
CALL0001467,LOAN0000658,2026-01-11,Promise to pay,Disputed amount
CALL0001468,LOAN0000318,2026-08-25,Connected,Income delayed
CALL0001469,LOAN0002878,2026-07-22,Dispute raised,Disputed amount
CALL0001470,LOAN0002859,2026-03-03,Connected,Disputed amount
CALL0001471,LOAN0001218,2026-05-10,No answer,Will pay this week
CALL0001472,LOAN0002479,2026-05-20,Connected,Could not reach
CALL0001473,LOAN0000946,2026-02-13,No answer,Income delayed
CALL0001474,LOAN0001773,2026-06-12,Promise to pay,Will pay this week
CALL0001475,LOAN0000833,2026-06-02,Wrong number,Could not reach
CALL0001476,LOAN0002856,2026-04-06,Promise to pay,Customer requested extension
CALL0001477,LOAN0001924,2026-06-21,Connected,Disputed amount
CALL0001478,LOAN0002773,2026-04-23,Promise to pay,Disputed amount
CALL0001479,LOAN0002599,2026-04-17,Connected,Could not reach
CALL0001480,LOAN0000431,2026-11-19,Promise to pay,Disputed amount
CALL0001481,LOAN0000316,2025-09-02,No answer,Will pay this week
CALL0001482,LOAN0003376,2026-07-18,No answer,Will pay this week
CALL0001483,LOAN0002270,2026-10-25,Connected,Income delayed
CALL0001484,LOAN0001545,2026-06-20,Connected,Could not reach
CALL0001485,LOAN0001684,2027-02-14,Connected,Disputed amount
CALL0001486,LOAN0002826,2025-10-20,No answer,Disputed amount
CALL0001487,LOAN0002739,2026-01-12,Wrong number,Customer requested extension
CALL0001488,LOAN0001504,2026-01-18,Promise to pay,Could not reach
CALL0001489,LOAN0001260,2026-07-16,No answer,Customer requested extension
CALL0001490,LOAN0000840,2026-02-11,No answer,Disputed amount
CALL0001491,LOAN0002631,2026-07-05,No answer,Could not reach
CALL0001492,LOAN0003141,2026-01-11,Promise to pay,Could not reach
CALL0001493,LOAN0002188,2025-10-08,Promise to pay,Could not reach
CALL0001494,LOAN0002320,2025-10-21,Connected,Customer requested extension
CALL0001495,LOAN0001339,2026-02-18,Dispute raised,Could not reach
CALL0001496,LOAN0003114,2026-08-10,No answer,Income delayed
CALL0001497,LOAN0003224,2026-02-08,Dispute raised,Income delayed
CALL0001498,LOAN0001016,2026-04-04,No answer,Income delayed
CALL0001499,LOAN0000722,2025-09-15,Promise to pay,Will pay this week
CALL0001500,LOAN0001905,2026-08-03,No answer,Could not reach
CALL0001501,LOAN0001399,2026-12-11,Promise to pay,Could not reach
CALL0001502,LOAN0000533,2026-02-04,Connected,Income delayed
CALL0001503,LOAN0001289,2026-06-06,No answer,Will pay this week
CALL0001504,LOAN0001494,2026-06-02,Wrong number,Income delayed
CALL0001505,LOAN0001329,2026-02-17,No answer,Will pay this week
CALL0001506,LOAN0001744,2026-07-19,Connected,Could not reach
CALL0001507,LOAN0002503,2026-01-24,Promise to pay,Will pay this week
CALL0001508,LOAN0000658,2026-04-11,Connected,Could not reach
CALL0001509,LOAN0000069,2026-01-10,Wrong number,Income delayed
CALL0001510,LOAN0002949,2026-06-19,Dispute raised,Income delayed
CALL0001511,LOAN0002094,2026-06-20,Connected,Will pay this week
CALL0001512,LOAN0001785,2026-08-05,Connected,Income delayed
CALL0001513,LOAN0001070,2026-07-15,No answer,Disputed amount
CALL0001514,LOAN0000690,2026-04-13,No answer,Disputed amount
CALL0001515,LOAN0001299,2025-10-23,No answer,Will pay this week
CALL0001516,LOAN0001422,2026-02-16,Dispute raised,Income delayed
CALL0001517,LOAN0001129,2025-12-10,Wrong number,Income delayed
CALL0001518,LOAN0001687,2026-07-02,No answer,Disputed amount
CALL0001519,LOAN0001064,2026-05-05,Connected,Income delayed
CALL0001520,LOAN0003357,2026-11-22,Connected,Will pay this week
CALL0001521,LOAN0002420,2026-08-08,No answer,Customer requested extension
CALL0001522,LOAN0003392,2025-12-09,No answer,Income delayed
CALL0001523,LOAN0000558,2026-04-19,Connected,Customer requested extension
CALL0001524,LOAN0003183,2026-07-05,No answer,Income delayed
CALL0001525,LOAN0003369,2025-11-25,Wrong number,Could not reach
CALL0001526,LOAN0000234,2026-03-05,No answer,Disputed amount
CALL0001527,LOAN0001770,2026-12-06,Promise to pay,Income delayed
CALL0001528,LOAN0001859,2026-08-06,Connected,Could not reach
CALL0001529,LOAN0002327,2026-05-24,Wrong number,Income delayed
CALL0001530,LOAN0000223,2027-01-08,Promise to pay,Income delayed
CALL0001531,LOAN0001759,2026-02-23,No answer,Could not reach
CALL0001532,LOAN0000727,2025-12-04,Connected,Customer requested extension
CALL0001533,LOAN0001574,2026-11-21,Connected,Income delayed
CALL0001534,LOAN0001467,2026-07-17,No answer,Customer requested extension
CALL0001535,LOAN0002612,2026-06-24,Promise to pay,Disputed amount
CALL0001536,LOAN0001916,2026-08-12,Connected,Income delayed
CALL0001537,LOAN0000851,2026-07-09,Wrong number,Income delayed
CALL0001538,LOAN0000117,2026-06-22,Promise to pay,Income delayed
CALL0001539,LOAN0001905,2026-12-05,No answer,Will pay this week
CALL0001540,LOAN0003251,2026-02-20,No answer,Customer requested extension
CALL0001541,LOAN0001713,2026-07-18,No answer,Disputed amount
CALL0001542,LOAN0001550,2026-03-16,Promise to pay,Customer requested extension
CALL0001543,LOAN0001291,2026-07-13,Promise to pay,Disputed amount
CALL0001544,LOAN0000501,2026-06-17,No answer,Income delayed
CALL0001545,LOAN0000732,2025-10-11,Connected,Will pay this week
CALL0001546,LOAN0001412,2026-02-16,Connected,Customer requested extension
CALL0001547,LOAN0003295,2026-08-15,No answer,Will pay this week
CALL0001548,LOAN0002593,2026-05-09,No answer,Could not reach
CALL0001549,LOAN0001443,2026-04-02,No answer,Income delayed
CALL0001550,LOAN0002071,2025-09-02,Promise to pay,Income delayed
CALL0001551,LOAN0002851,2026-07-17,Connected,Income delayed
CALL0001552,LOAN0001951,2026-05-03,Promise to pay,Will pay this week
CALL0001553,LOAN0002291,2026-07-11,Dispute raised,Disputed amount
CALL0001554,LOAN0002503,2025-10-06,Connected,Will pay this week
CALL0001555,LOAN0000541,2026-08-11,Promise to pay,Customer requested extension
CALL0001556,LOAN0001429,2026-07-14,Connected,Disputed amount
CALL0001557,LOAN0001100,2026-06-21,Connected,Disputed amount
CALL0001558,LOAN0001390,2026-08-09,Promise to pay,Disputed amount
CALL0001559,LOAN0002513,2026-09-22,Connected,Will pay this week
CALL0001560,LOAN0000548,2026-11-21,Wrong number,Disputed amount
CALL0001561,LOAN0001933,2026-04-12,Connected,Will pay this week
CALL0001562,LOAN0000832,2026-07-12,No answer,Income delayed
CALL0001563,LOAN0003383,2026-03-08,No answer,Could not reach
CALL0001564,LOAN0002869,2026-05-11,Connected,Customer requested extension
CALL0001565,LOAN0001023,2026-10-04,No answer,Customer requested extension
CALL0001566,LOAN0002671,2026-02-16,Connected,Could not reach
CALL0001567,LOAN0002891,2026-07-23,Connected,Disputed amount
CALL0001568,LOAN0001695,2026-11-04,Connected,Will pay this week
CALL0001569,LOAN0000531,2026-12-20,Promise to pay,Will pay this week
CALL0001570,LOAN0002169,2026-11-24,Connected,Could not reach
CALL0001571,LOAN0002724,2026-11-09,Connected,Customer requested extension
CALL0001572,LOAN0001322,2026-09-13,Connected,Could not reach
CALL0001573,LOAN0001330,2026-01-23,Promise to pay,Disputed amount
CALL0001574,LOAN0002404,2026-08-02,No answer,Income delayed
CALL0001575,LOAN0002088,2026-01-22,No answer,Could not reach
CALL0001576,LOAN0001909,2026-01-04,Connected,Customer requested extension
CALL0001577,LOAN0003235,2026-04-24,Wrong number,Income delayed
CALL0001578,LOAN0003106,2025-11-11,Dispute raised,Could not reach
CALL0001579,LOAN0000996,2026-03-17,No answer,Customer requested extension
CALL0001580,LOAN0002074,2026-12-25,Connected,Customer requested extension
CALL0001581,LOAN0002098,2025-12-19,Connected,Customer requested extension
CALL0001582,LOAN0001375,2026-06-14,Promise to pay,Could not reach
CALL0001583,LOAN0002900,2026-01-25,No answer,Income delayed
CALL0001584,LOAN0001320,2027-01-24,Connected,Will pay this week
CALL0001585,LOAN0001835,2026-06-20,Connected,Income delayed
CALL0001586,LOAN0001674,2026-10-02,Connected,Income delayed
CALL0001587,LOAN0002366,2026-07-14,Connected,Disputed amount
CALL0001588,LOAN0003193,2025-11-09,No answer,Disputed amount
CALL0001589,LOAN0002816,2026-02-11,Promise to pay,Could not reach
CALL0001590,LOAN0000658,2025-11-15,Connected,Disputed amount
CALL0001591,LOAN0002383,2026-03-02,Connected,Disputed amount
CALL0001592,LOAN0002976,2026-06-09,Connected,Will pay this week
CALL0001593,LOAN0000821,2026-08-23,No answer,Disputed amount
CALL0001594,LOAN0001192,2026-09-06,Connected,Customer requested extension
CALL0001595,LOAN0000708,2026-11-05,Promise to pay,Disputed amount
CALL0001596,LOAN0001467,2026-04-14,Promise to pay,Customer requested extension
CALL0001597,LOAN0001013,2026-12-24,Connected,Income delayed
CALL0001598,LOAN0001485,2027-02-20,Connected,Income delayed
CALL0001599,LOAN0002036,2026-07-25,Connected,Will pay this week
CALL0001600,LOAN0000634,2026-02-16,Promise to pay,Customer requested extension
CALL0001601,LOAN0002773,2025-12-20,Wrong number,Could not reach
CALL0001602,LOAN0002851,2025-12-08,Wrong number,Could not reach
CALL0001603,LOAN0000902,2026-09-15,No answer,Could not reach
CALL0001604,LOAN0002903,2026-12-19,Connected,Customer requested extension
CALL0001605,LOAN0001977,2026-11-13,Promise to pay,Could not reach
CALL0001606,LOAN0000973,2026-11-10,Connected,Income delayed
CALL0001607,LOAN0002485,2026-07-14,Dispute raised,Will pay this week
CALL0001608,LOAN0000291,2026-07-07,Connected,Will pay this week
CALL0001609,LOAN0003017,2026-07-17,Connected,Customer requested extension
CALL0001610,LOAN0001428,2026-02-09,Promise to pay,Disputed amount
CALL0001611,LOAN0003055,2026-03-19,Connected,Will pay this week
CALL0001612,LOAN0002480,2026-10-16,Connected,Income delayed
CALL0001613,LOAN0000339,2026-02-18,Promise to pay,Customer requested extension
CALL0001614,LOAN0001467,2026-10-10,Dispute raised,Could not reach
CALL0001615,LOAN0001944,2026-07-25,Promise to pay,Could not reach
CALL0001616,LOAN0000328,2026-11-20,Connected,Income delayed
CALL0001617,LOAN0002099,2026-07-03,No answer,Disputed amount
CALL0001618,LOAN0000375,2026-09-22,No answer,Could not reach
CALL0001619,LOAN0000828,2026-07-15,Wrong number,Could not reach
CALL0001620,LOAN0003093,2026-02-03,Dispute raised,Customer requested extension
CALL0001621,LOAN0002046,2026-08-06,Promise to pay,Customer requested extension
CALL0001622,LOAN0001363,2026-07-19,Promise to pay,Will pay this week
CALL0001623,LOAN0001414,2026-04-22,No answer,Could not reach
CALL0001624,LOAN0001261,2025-08-12,Promise to pay,Income delayed
CALL0001625,LOAN0002195,2026-07-08,Connected,Income delayed
CALL0001626,LOAN0000605,2026-04-08,Promise to pay,Customer requested extension
CALL0001627,LOAN0002427,2025-10-02,No answer,Income delayed
CALL0001628,LOAN0003241,2026-02-21,No answer,Will pay this week
CALL0001629,LOAN0000229,2026-08-15,Connected,Income delayed
CALL0001630,LOAN0001114,2026-07-23,Connected,Could not reach
CALL0001631,LOAN0000688,2026-02-24,No answer,Customer requested extension
CALL0001632,LOAN0001798,2026-08-15,Connected,Income delayed
CALL0001633,LOAN0001041,2026-05-16,No answer,Could not reach
CALL0001634,LOAN0003172,2026-06-14,Promise to pay,Customer requested extension
CALL0001635,LOAN0000182,2026-11-10,No answer,Customer requested extension
CALL0001636,LOAN0000906,2025-10-13,Connected,Disputed amount
CALL0001637,LOAN0001196,2026-02-15,Wrong number,Customer requested extension
CALL0001638,LOAN0000379,2026-09-03,Wrong number,Will pay this week
CALL0001639,LOAN0000414,2026-04-18,Wrong number,Disputed amount
CALL0001640,LOAN0002478,2026-08-14,Connected,Customer requested extension
CALL0001641,LOAN0002504,2026-02-02,Wrong number,Customer requested extension
CALL0001642,LOAN0001269,2026-06-13,Connected,Will pay this week
CALL0001643,LOAN0000166,2025-08-04,Promise to pay,Disputed amount
CALL0001644,LOAN0001607,2027-01-14,No answer,Customer requested extension
CALL0001645,LOAN0003281,2026-05-15,No answer,Income delayed
CALL0001646,LOAN0000642,2026-06-19,Connected,Disputed amount
CALL0001647,LOAN0002059,2026-06-08,Connected,Income delayed
CALL0001648,LOAN0002376,2026-08-07,Connected,Income delayed
CALL0001649,LOAN0000696,2026-01-18,Promise to pay,Could not reach
CALL0001650,LOAN0000560,2026-05-14,Promise to pay,Disputed amount
CALL0001651,LOAN0003187,2026-03-19,Dispute raised,Disputed amount
CALL0001652,LOAN0001646,2026-11-21,Connected,Could not reach
