loan_id,app_id,customer_id,disbursed_date,principal,tenure_months,interest_rate,risk_score
LOAN0002568,APP0005444,CUST001083,2025-08-09,59000,12,19.72,274.1
LOAN0002569,APP0005445,CUST000168,2025-11-07,173000,24,18.31,308.4
LOAN0002570,APP0005447,CUST000115,2026-06-21,141000,12,19.86,223.5
LOAN0002571,APP0005448,CUST000383,2026-03-11,205000,9,17.99,253.6
LOAN0002572,APP0005451,CUST001796,2026-04-13,198000,18,16.85,171.2
LOAN0002573,APP0005452,CUST002366,2026-02-07,60000,36,16.29,207.4
LOAN0002574,APP0005457,CUST002242,2025-10-29,35000,18,19.39,342.4
LOAN0002575,APP0005460,CUST000007,2026-03-21,40000,36,19.67,259.7
LOAN0002576,APP0005461,CUST001679,2025-11-21,14000,9,18.27,234.5
LOAN0002577,APP0005463,CUST001266,2025-11-04,89000,6,16.1,215.6
LOAN0002578,APP0005464,CUST000908,2025-12-20,81000,18,20.12,308.5
LOAN0002579,APP0005467,CUST000593,2025-10-12,49000,24,15.56,174.9
LOAN0002580,APP0005468,CUST000445,2026-03-23,32000,12,17.91,201.2
LOAN0002581,APP0005473,CUST000569,2025-09-28,89000,24,14.87,195.8
LOAN0002582,APP0005474,CUST002377,2026-02-04,55000,9,16.44,207.9
LOAN0002583,APP0005475,CUST002255,2025-09-17,84000,12,19.92,299.8
LOAN0002584,APP0005478,CUST000704,2026-06-28,181000,9,18.17,243.6
LOAN0002585,APP0005479,CUST000956,2026-01-21,65000,18,15.68,180.9
LOAN0002586,APP0005480,CUST002104,2025-08-09,58000,12,17.52,243.2
LOAN0002587,APP0005482,CUST001745,2026-06-27,122000,9,16.7,189.7
LOAN0002588,APP0005483,CUST001806,2026-02-01,43000,9,15.61,184.3
LOAN0002589,APP0005485,CUST000743,2025-10-17,95000,24,19.12,282.6
LOAN0002590,APP0005486,CUST001396,2025-08-21,185000,18,19.14,262.0
LOAN0002591,APP0005487,CUST000197,2025-11-06,24000,24,17.91,225.7
LOAN0002592,APP0005491,CUST000234,2026-06-27,102000,12,20.09,333.3
LOAN0002593,APP0005492,CUST001964,2025-11-09,64000,9,16.7,241.9
LOAN0002594,APP0005498,CUST001756,2026-05-31,144000,12,18.68,289.7
LOAN0002595,APP0005500,CUST001577,2025-07-28,42000,18,20.34,335.8
LOAN0002596,APP0005501,CUST002349,2026-02-23,93000,36,18.16,250.1
LOAN0002597,APP0005502,CUST001199,2026-01-11,23000,12,20.27,294.1
LOAN0002598,APP0005505,CUST000149,2026-04-03,31000,6,14.33,150.2
LOAN0002599,APP0005508,CUST002169,2026-03-20,41000,18,17.55,302.5
LOAN0002600,APP0005510,CUST000384,2026-02-23,98000,6,19.86,265.0
LOAN0002601,APP0005512,CUST002292,2025-08-01,58000,18,16.61,226.7
LOAN0002602,APP0005513,CUST001342,2025-12-30,68000,36,18.71,245.4
LOAN0002603,APP0005514,CUST002420,2025-07-20,39000,24,18.47,226.2
LOAN0002604,APP0005517,CUST000022,2025-12-10,127000,24,15.25,176.7
LOAN0002605,APP0005522,CUST002452,2025-08-16,143000,24,18.24,246.1
LOAN0002606,APP0005525,CUST001805,2025-12-26,256000,12,17.72,236.5
LOAN0002607,APP0005527,CUST002228,2025-12-11,59000,12,15.9,169.1
LOAN0002608,APP0005529,CUST000232,2025-12-26,86000,18,19.55,277.5
LOAN0002609,APP0005530,CUST001359,2025-11-10,49000,12,20.03,326.5
LOAN0002610,APP0005532,CUST000079,2025-10-13,10000,24,14.89,142.0
LOAN0002611,APP0005534,CUST001886,2025-10-24,91000,18,17.53,194.0
LOAN0002612,APP0005538,CUST000690,2025-12-07,133000,24,17.04,200.0
LOAN0002613,APP0005539,CUST001490,2026-01-04,295000,12,20.97,349.6
LOAN0002614,APP0005542,CUST000684,2025-07-19,156000,6,18.65,307.6
LOAN0002615,APP0005545,CUST001714,2026-01-21,20000,36,16.28,267.9
LOAN0002616,APP0005546,CUST002267,2026-04-17,113000,18,19.74,265.4
LOAN0002617,APP0005550,CUST002284,2025-12-12,210000,24,17.98,298.9
LOAN0002618,APP0005554,CUST000115,2026-01-27,37000,12,17.52,191.4
LOAN0002619,APP0005555,CUST002378,2026-05-16,67000,12,19.74,275.4
LOAN0002620,APP0005556,CUST002382,2025-07-25,78000,18,21.07,274.6
LOAN0002621,APP0005558,CUST001750,2025-09-29,100000,12,16.84,215.8
LOAN0002622,APP0005562,CUST000458,2026-03-25,146000,12,17.88,293.0
LOAN0002623,APP0005563,CUST002363,2025-07-24,71000,6,16.39,96.4
LOAN0002624,APP0005564,CUST000509,2026-02-09,67000,6,14.41,151.0
LOAN0002625,APP0005570,CUST001431,2025-07-08,115000,18,15.5,161.7
LOAN0002626,APP0005572,CUST000086,2025-08-08,71000,12,17.81,222.3
LOAN0002627,APP0005573,CUST002010,2025-11-17,46000,24,16.0,225.7
LOAN0002628,APP0005575,CUST001559,2025-11-16,78000,24,20.27,322.7
LOAN0002629,APP0005580,CUST001200,2026-04-03,91000,12,18.71,193.4
LOAN0002630,APP0005582,CUST000006,2026-04-20,80000,12,16.26,203.5
LOAN0002631,APP0005584,CUST002191,2026-01-18,119000,24,17.13,283.3
LOAN0002632,APP0005585,CUST002088,2026-05-19,71000,24,18.64,246.9
LOAN0002633,APP0005586,CUST001664,2026-06-28,85000,24,19.69,256.3
LOAN0002634,APP0005587,CUST001467,2026-02-26,137000,6,18.82,229.7
LOAN0002635,APP0005588,CUST002138,2026-04-26,143000,24,18.0,240.4
LOAN0002636,APP0005591,CUST001323,2025-12-04,88000,12,21.64,305.0
LOAN0002637,APP0005594,CUST001766,2026-04-14,112000,6,16.58,193.2
LOAN0002638,APP0005597,CUST001705,2025-12-13,186000,12,21.31,373.3
LOAN0002639,APP0005601,CUST001241,2026-01-16,66000,12,15.48,147.9
LOAN0002640,APP0005603,CUST000962,2026-05-18,54000,12,17.02,164.9
LOAN0002641,APP0005604,CUST001266,2026-01-15,30000,12,15.5,216.1
LOAN0002642,APP0005610,CUST000158,2025-08-24,44000,18,21.15,319.6
LOAN0002643,APP0005611,CUST000026,2026-02-13,129000,24,18.71,250.3
LOAN0002644,APP0005612,CUST001941,2026-03-03,127000,9,16.67,251.3
LOAN0002645,APP0005614,CUST000970,2025-10-15,77000,24,18.77,232.3
LOAN0002646,APP0005616,CUST001006,2026-05-28,130000,6,16.76,286.2
LOAN0002647,APP0005618,CUST000094,2025-12-04,63000,12,19.86,328.5
LOAN0002648,APP0005619,CUST000965,2025-10-28,138000,18,19.59,279.8
LOAN0002649,APP0005620,CUST001301,2025-08-17,128000,12,20.38,319.5
LOAN0002650,APP0005621,CUST001857,2026-04-12,180000,6,18.66,315.6
LOAN0002651,APP0005622,CUST002016,2026-06-27,206000,18,16.96,269.1
LOAN0002652,APP0005623,CUST000527,2026-01-28,85000,12,23.69,331.5
LOAN0002653,APP0005624,CUST001099,2025-11-24,178000,36,15.1,121.9
LOAN0002654,APP0005626,CUST002009,2025-10-25,91000,18,20.57,279.2
LOAN0002655,APP0005628,CUST002460,2025-11-30,62000,24,17.37,256.7
LOAN0002656,APP0005629,CUST001919,2025-10-26,49000,12,17.53,238.8
LOAN0002657,APP0005630,CUST001483,2025-09-10,130000,18,18.65,288.9
LOAN0002658,APP0005634,CUST000945,2026-04-19,32000,24,18.07,280.4
LOAN0002659,APP0005635,CUST000231,2025-08-29,54000,18,18.28,209.1
LOAN0002660,APP0005638,CUST000136,2026-01-11,57000,12,16.02,219.1
LOAN0002661,APP0005640,CUST001200,2025-07-06,55000,12,18.77,247.9
LOAN0002662,APP0005642,CUST001985,2025-10-19,97000,18,18.71,264.5
LOAN0002663,APP0005644,CUST002420,2025-11-25,75000,36,17.45,216.6
LOAN0002664,APP0005646,CUST001395,2026-01-11,115000,9,17.21,211.7
LOAN0002665,APP0005649,CUST002237,2025-08-22,140000,9,16.95,231.6
LOAN0002666,APP0005651,CUST001309,2025-10-08,79000,18,20.21,338.0
LOAN0002667,APP0005660,CUST000940,2025-07-11,10000,12,19.23,212.8
LOAN0002668,APP0005661,CUST001733,2026-06-19,32000,24,21.37,346.4
LOAN0002669,APP0005664,CUST000453,2025-12-19,24000,12,17.21,165.0
LOAN0002670,APP0005666,CUST002312,2026-03-08,96000,9,18.15,195.4
LOAN0002671,APP0005668,CUST000304,2025-12-26,41000,18,21.84,381.0
LOAN0002672,APP0005670,CUST001599,2026-03-07,175000,12,22.28,372.2
LOAN0002673,APP0005672,CUST001327,2025-09-14,72000,18,21.32,341.4
LOAN0002674,APP0005678,CUST000427,2025-12-14,91000,12,19.0,252.8
LOAN0002675,APP0005679,CUST001615,2025-07-27,151000,12,16.55,240.5
LOAN0002676,APP0005681,CUST001095,2025-08-13,95000,6,18.25,188.4
LOAN0002677,APP0005682,CUST002434,2026-03-21,91000,12,14.53,163.4
LOAN0002678,APP0005684,CUST000442,2026-06-29,70000,18,17.15,211.5
LOAN0002679,APP0005686,CUST002011,2026-05-16,57000,18,19.62,268.2
LOAN0002680,APP0005690,CUST000934,2025-09-06,133000,18,17.83,276.4
LOAN0002681,APP0005691,CUST002046,2026-02-07,59000,6,13.15,90.9
LOAN0002682,APP0005692,CUST000467,2026-05-08,191000,12,16.45,213.5
LOAN0002683,APP0005694,CUST000969,2025-09-29,119000,12,19.28,324.7
LOAN0002684,APP0005695,CUST000922,2026-03-01,70000,12,19.66,284.6
LOAN0002685,APP0005697,CUST000730,2026-03-08,82000,18,21.5,383.7
LOAN0002686,APP0005698,CUST001103,2025-10-15,63000,12,13.32,133.6
LOAN0002687,APP0005699,CUST001520,2026-06-20,95000,18,18.64,235.5
LOAN0002688,APP0005702,CUST000172,2025-10-10,119000,24,21.53,317.5
LOAN0002689,APP0005703,CUST001574,2025-07-20,111000,12,18.47,244.9
LOAN0002690,APP0005706,CUST000938,2025-09-06,21000,6,19.07,224.0
LOAN0002691,APP0005707,CUST001696,2025-10-17,67000,12,15.69,185.4
LOAN0002692,APP0005710,CUST000630,2026-05-07,52000,9,19.36,264.4
LOAN0002693,APP0005711,CUST002214,2026-03-31,95000,12,14.95,98.0
LOAN0002694,APP0005712,CUST000398,2025-08-30,58000,12,18.82,281.3
LOAN0002695,APP0005714,CUST001977,2026-01-20,99000,12,18.17,217.9
LOAN0002696,APP0005715,CUST001648,2026-02-23,186000,12,18.05,203.7
LOAN0002697,APP0005717,CUST001812,2026-06-25,63000,24,17.81,251.0
LOAN0002698,APP0005721,CUST002046,2026-06-26,53000,12,16.55,201.5
LOAN0002699,APP0005723,CUST001472,2026-06-29,54000,36,16.48,226.7
LOAN0002700,APP0005727,CUST001617,2026-03-09,46000,9,17.59,243.6
LOAN0002701,APP0005730,CUST001779,2025-12-15,216000,12,16.89,233.0
LOAN0002702,APP0005734,CUST001558,2026-06-04,12000,18,18.64,306.0
LOAN0002703,APP0005735,CUST002237,2026-05-20,102000,12,16.76,225.7
LOAN0002704,APP0005737,CUST002305,2025-09-15,34000,12,16.93,190.5
LOAN0002705,APP0005738,CUST001489,2026-04-25,98000,18,20.48,298.7
LOAN0002706,APP0005739,CUST000635,2026-03-30,148000,9,18.56,307.2
LOAN0002707,APP0005740,CUST001735,2026-03-20,99000,9,18.04,185.8
LOAN0002708,APP0005742,CUST000752,2025-12-17,136000,24,17.53,194.6
LOAN0002709,APP0005743,CUST001216,2025-11-17,64000,24,17.96,200.5
LOAN0002710,APP0005744,CUST000005,2025-10-28,219000,12,21.81,264.2
LOAN0002711,APP0005745,CUST000944,2025-12-09,74000,12,17.33,245.5
LOAN0002712,APP0005746,CUST000319,2026-01-06,50000,6,18.4,249.6
LOAN0002713,APP0005749,CUST001834,2025-12-10,52000,12,18.85,211.9
LOAN0002714,APP0005750,CUST000694,2026-04-16,22000,6,17.0,182.9
LOAN0002715,APP0005753,CUST000029,2025-11-17,24000,9,18.94,321.6
LOAN0002716,APP0005754,CUST000617,2026-05-19,71000,6,17.69,213.6
LOAN0002717,APP0005755,CUST000390,2025-08-26,146000,6,20.23,322.6
LOAN0002718,APP0005756,CUST000204,2026-02-03,201000,36,19.1,334.5
LOAN0002719,APP0005757,CUST001231,2026-02-10,117000,9,16.26,228.5
LOAN0002720,APP0005759,CUST000428,2025-09-03,63000,12,20.02,320.0
LOAN0002721,APP0005761,CUST001141,2025-11-27,51000,12,19.65,327.2
LOAN0002722,APP0005766,CUST001912,2025-12-06,68000,12,16.02,122.0
LOAN0002723,APP0005767,CUST000239,2025-08-17,26000,24,20.09,394.8
LOAN0002724,APP0005768,CUST001554,2026-05-28,107000,6,19.75,315.4
LOAN0002725,APP0005769,CUST000919,2026-03-22,51000,6,15.81,166.7
LOAN0002726,APP0005771,CUST001099,2026-04-09,16000,18,19.18,176.1
LOAN0002727,APP0005773,CUST001489,2025-09-27,51000,36,17.5,286.1
LOAN0002728,APP0005778,CUST000426,2025-10-13,95000,12,18.92,238.4
LOAN0002729,APP0005779,CUST000293,2025-12-05,77000,18,18.59,204.1
LOAN0002730,APP0005782,CUST000348,2026-03-27,9000,18,20.54,301.0
LOAN0002731,APP0005784,CUST002319,2026-05-13,70000,36,20.31,336.9
LOAN0002732,APP0005787,CUST001044,2026-03-06,52000,18,18.2,301.5
LOAN0002733,APP0005788,CUST000746,2025-12-16,93000,18,15.92,180.9
LOAN0002734,APP0005792,CUST000537,2025-07-09,86000,9,18.96,282.2
LOAN0002735,APP0005793,CUST001052,2025-08-27,93000,24,19.79,270.1
LOAN0002736,APP0005794,CUST001800,2026-05-14,94000,24,17.92,264.0
LOAN0002737,APP0005795,CUST001985,2025-12-23,86000,12,18.03,253.5
LOAN0002738,APP0005796,CUST002448,2026-03-19,61000,6,18.47,260.7
LOAN0002739,APP0005797,CUST000193,2025-07-19,90000,12,20.32,300.8
LOAN0002740,APP0005799,CUST000316,2026-05-09,60000,18,16.41,126.3
LOAN0002741,APP0005801,CUST001456,2026-03-14,43000,12,22.18,353.0
LOAN0002742,APP0005805,CUST001850,2025-09-08,101000,24,17.29,282.5
LOAN0002743,APP0005806,CUST002197,2026-03-24,42000,24,21.03,361.4
LOAN0002744,APP0005807,CUST001494,2026-05-09,114000,24,18.03,221.3
LOAN0002745,APP0005812,CUST001846,2025-12-18,16000,9,17.39,231.7
LOAN0002746,APP0005813,CUST000275,2025-08-13,81000,12,14.16,120.7
LOAN0002747,APP0005815,CUST001382,2025-12-09,8000,18,17.08,197.5
LOAN0002748,APP0005816,CUST001375,2025-12-25,44000,12,21.03,290.1
LOAN0002749,APP0005818,CUST001640,2025-11-14,144000,12,17.31,251.1
LOAN0002750,APP0005819,CUST002068,2025-11-25,184000,24,18.56,242.6
LOAN0002751,APP0005820,CUST002041,2025-10-22,90000,12,15.11,162.2
LOAN0002752,APP0005821,CUST000046,2026-02-20,46000,12,17.04,214.3
LOAN0002753,APP0005822,CUST001387,2026-02-06,65000,12,20.88,330.9
LOAN0002754,APP0005826,CUST000130,2025-10-14,73000,18,17.63,254.1
LOAN0002755,APP0005827,CUST000741,2026-01-27,68000,18,16.67,161.8
LOAN0002756,APP0005828,CUST001913,2026-05-20,233000,12,16.44,133.4
LOAN0002757,APP0005833,CUST001536,2025-12-26,128000,12,21.32,278.3
LOAN0002758,APP0005835,CUST000991,2026-04-07,65000,24,18.41,311.1
LOAN0002759,APP0005839,CUST001372,2026-05-17,117000,6,17.77,233.4
LOAN0002760,APP0005840,CUST001756,2026-02-16,53000,24,20.8,302.0
LOAN0002761,APP0005844,CUST000977,2026-05-19,146000,24,17.4,228.5
LOAN0002762,APP0005845,CUST002249,2025-12-23,26000,12,16.59,194.4
LOAN0002763,APP0005846,CUST002286,2025-08-10,56000,18,16.66,251.1
LOAN0002764,APP0005848,CUST002445,2026-01-31,92000,36,16.32,184.0
LOAN0002765,APP0005849,CUST002156,2026-01-24,79000,12,16.62,170.1
LOAN0002766,APP0005850,CUST001591,2025-11-26,73000,12,14.2,194.3
LOAN0002767,APP0005851,CUST001488,2025-09-28,109000,12,17.1,135.5
LOAN0002768,APP0005853,CUST001188,2025-08-23,100000,12,18.53,257.4
LOAN0002769,APP0005855,CUST001263,2025-10-21,94000,6,18.82,278.8
LOAN0002770,APP0005856,CUST001690,2026-04-20,105000,6,19.52,265.2
LOAN0002771,APP0005861,CUST000593,2026-01-05,39000,9,15.35,199.5
LOAN0002772,APP0005862,CUST001642,2025-07-08,122000,18,16.96,202.2
LOAN0002773,APP0005863,CUST000394,2025-10-01,49000,24,23.98,460.8
LOAN0002774,APP0005866,CUST000659,2025-10-20,95000,18,14.7,209.0
LOAN0002775,APP0005868,CUST001960,2026-06-23,80000,18,18.88,233.4
LOAN0002776,APP0005869,CUST000947,2026-04-21,36000,6,18.8,335.9
LOAN0002777,APP0005873,CUST000924,2025-08-23,52000,18,16.45,228.1
LOAN0002778,APP0005875,CUST001769,2026-01-22,110000,36,15.45,173.9
LOAN0002779,APP0005876,CUST002304,2026-03-15,70000,24,13.28,56.5
LOAN0002780,APP0005877,CUST000227,2025-12-09,144000,12,19.72,292.2
LOAN0002781,APP0005880,CUST001804,2026-02-14,100000,12,17.31,165.0
LOAN0002782,APP0005882,CUST002178,2026-01-17,60000,12,16.35,204.6
LOAN0002783,APP0005883,CUST001169,2026-01-27,90000,12,17.82,247.2
LOAN0002784,APP0005884,CUST000529,2026-03-25,74000,12,15.9,174.1
LOAN0002785,APP0005885,CUST000764,2026-02-28,132000,9,13.75,168.9
LOAN0002786,APP0005887,CUST001722,2025-10-07,233000,18,16.26,189.3
LOAN0002787,APP0005892,CUST002481,2025-10-15,65000,6,15.52,148.0
LOAN0002788,APP0005893,CUST000748,2025-08-22,56000,12,21.02,291.7
LOAN0002789,APP0005894,CUST001821,2026-06-22,141000,18,16.35,186.6
LOAN0002790,APP0005897,CUST001119,2025-08-13,153000,9,19.86,271.7
LOAN0002791,APP0005899,CUST002246,2026-04-20,46000,9,14.9,156.5
LOAN0002792,APP0005901,CUST001463,2025-12-20,74000,12,16.55,204.5
LOAN0002793,APP0005902,CUST001271,2026-02-15,208000,24,20.89,305.5
LOAN0002794,APP0005904,CUST001578,2026-03-04,65000,36,17.52,213.0
LOAN0002795,APP0005905,CUST002235,2025-09-09,69000,18,16.19,229.2
LOAN0002796,APP0005906,CUST002312,2026-06-15,44000,12,16.97,163.6
LOAN0002797,APP0005908,CUST001332,2026-04-08,85000,12,16.47,146.7
LOAN0002798,APP0005910,CUST000770,2025-10-28,105000,24,19.8,214.7
LOAN0002799,APP0005911,CUST000302,2026-03-09,10000,18,16.77,190.0
LOAN0002800,APP0005912,CUST000747,2026-05-23,104000,12,16.98,247.8
LOAN0002801,APP0005913,CUST000727,2026-05-28,86000,9,18.29,179.4
LOAN0002802,APP0005914,CUST001062,2025-10-02,67000,18,16.27,206.9
LOAN0002803,APP0005916,CUST001130,2026-06-16,23000,12,16.3,223.0
LOAN0002804,APP0005919,CUST001888,2025-07-14,42000,18,17.09,232.4
LOAN0002805,APP0005920,CUST002030,2026-06-12,78000,36,19.85,229.9
LOAN0002806,APP0005923,CUST001052,2026-01-04,128000,24,19.62,250.2
LOAN0002807,APP0005924,CUST002366,2026-06-16,111000,6,15.34,199.8
LOAN0002808,APP0005925,CUST000716,2026-02-19,65000,24,19.97,295.0
LOAN0002809,APP0005934,CUST001581,2025-08-22,32000,18,12.83,77.5
LOAN0002810,APP0005936,CUST001211,2026-04-29,60000,24,14.57,120.5
LOAN0002811,APP0005938,CUST002433,2025-08-27,40000,6,14.98,127.3
LOAN0002812,APP0005939,CUST002279,2025-08-12,87000,9,17.73,302.7
LOAN0002813,APP0005943,CUST001646,2026-03-17,180000,18,15.27,149.5
LOAN0002814,APP0005944,CUST001694,2026-04-25,26000,24,16.89,150.3
LOAN0002815,APP0005945,CUST002359,2025-10-30,126000,12,17.82,255.6
LOAN0002816,APP0005946,CUST000106,2026-01-17,34000,18,18.21,282.4
LOAN0002817,APP0005950,CUST001767,2025-07-17,44000,12,19.96,323.6
LOAN0002818,APP0005952,CUST002311,2025-07-11,96000,12,20.12,305.6
LOAN0002819,APP0005953,CUST000533,2025-08-03,118000,24,18.16,219.9
LOAN0002820,APP0005954,CUST001494,2026-05-28,67000,6,17.41,203.6
LOAN0002821,APP0005958,CUST000166,2026-03-10,44000,24,15.22,156.2
LOAN0002822,APP0005959,CUST000427,2026-03-09,15000,12,18.28,220.2
LOAN0002823,APP0005961,CUST002196,2026-04-11,9000,18,14.34,88.9
LOAN0002824,APP0005963,CUST000372,2025-11-03,118000,12,15.54,229.8
LOAN0002825,APP0005964,CUST001652,2025-09-22,157000,12,19.1,272.9
LOAN0002826,APP0005965,CUST001508,2025-08-17,186000,9,20.92,348.3
LOAN0002827,APP0005966,CUST000226,2026-03-26,105000,18,18.73,280.3
LOAN0002828,APP0005969,CUST001738,2026-01-07,96000,6,18.56,283.0
LOAN0002829,APP0005970,CUST000032,2025-12-25,17000,12,17.67,327.4
LOAN0002830,APP0005972,CUST001850,2025-10-14,139000,12,19.95,283.8
LOAN0002831,APP0005973,CUST000333,2026-03-18,55000,9,14.0,136.6
LOAN0002832,APP0005976,CUST001728,2025-11-08,56000,18,16.82,200.1
LOAN0002833,APP0005984,CUST002033,2026-03-24,237000,12,17.56,291.7
LOAN0002834,APP0005986,CUST000425,2025-12-02,27000,18,19.06,260.9
LOAN0002835,APP0005987,CUST000985,2025-08-24,79000,24,21.7,372.7
LOAN0002836,APP0005988,CUST001796,2026-06-21,168000,24,17.08,138.4
LOAN0002837,APP0005989,CUST001310,2026-06-11,87000,24,16.39,212.8
LOAN0002838,APP0005990,CUST000481,2026-03-18,107000,9,17.65,202.4
LOAN0002839,APP0005994,CUST000496,2026-01-09,94000,18,19.08,247.2
LOAN0002840,APP0005997,CUST001006,2025-11-02,33000,24,19.35,317.5
LOAN0002841,APP0005998,CUST002317,2026-06-15,50000,9,16.63,214.9
LOAN0002842,APP0006001,CUST001836,2025-10-29,32000,12,17.91,239.1
LOAN0002843,APP0006002,CUST002023,2026-03-11,225000,6,18.91,236.9
LOAN0002844,APP0006003,CUST001157,2025-09-22,61000,12,20.28,337.1
LOAN0002845,APP0006005,CUST000665,2026-05-26,97000,24,19.03,243.0
LOAN0002846,APP0006006,CUST001953,2026-06-18,79000,36,17.6,262.2
LOAN0002847,APP0006008,CUST000440,2025-08-07,72000,18,20.38,335.6
LOAN0002848,APP0006014,CUST000761,2026-04-02,93000,24,20.23,268.7
LOAN0002849,APP0006015,CUST000167,2025-12-25,91000,24,18.92,266.3
LOAN0002850,APP0006016,CUST000473,2026-02-20,112000,12,19.05,255.6
LOAN0002851,APP0006018,CUST001566,2025-11-15,96000,12,18.65,360.9
LOAN0002852,APP0006020,CUST002304,2026-05-18,45000,12,13.49,62.5
LOAN0002853,APP0006022,CUST001550,2026-05-22,65000,12,18.57,274.7
LOAN0002854,APP0006025,CUST001752,2026-04-25,47000,18,14.11,139.5
LOAN0002855,APP0006027,CUST002033,2025-12-06,93000,12,21.12,301.1
LOAN0002856,APP0006028,CUST001644,2025-09-12,51000,18,20.12,353.2
LOAN0002857,APP0006029,CUST000866,2026-01-07,80000,18,15.15,178.5
LOAN0002858,APP0006031,CUST000173,2025-11-09,95000,24,19.12,277.1
LOAN0002859,APP0006032,CUST002439,2026-01-05,47000,24,18.55,257.5
LOAN0002860,APP0006035,CUST000270,2026-02-01,152000,24,18.25,220.9
LOAN0002861,APP0006037,CUST000327,2025-10-16,88000,24,16.88,243.1
LOAN0002862,APP0006039,CUST000348,2025-07-08,35000,24,19.2,294.3
LOAN0002863,APP0006041,CUST002270,2026-03-14,48000,12,13.64,122.3
LOAN0002864,APP0006043,CUST001120,2025-12-24,100000,12,15.62,151.0
LOAN0002865,APP0006048,CUST000584,2025-11-02,93000,6,15.55,181.5
LOAN0002866,APP0006049,CUST001565,2025-10-30,153000,18,18.5,258.3
LOAN0002867,APP0006050,CUST002168,2026-02-26,68000,12,18.11,206.3
LOAN0002868,APP0006051,CUST001589,2026-04-12,38000,18,20.89,291.5
LOAN0002869,APP0006053,CUST000626,2025-11-29,104000,6,18.4,238.3
LOAN0002870,APP0006056,CUST001976,2025-11-22,110000,9,21.28,354.6
LOAN0002871,APP0006058,CUST001703,2026-01-10,129000,24,18.2,255.6
LOAN0002872,APP0006061,CUST000270,2025-08-28,167000,6,15.12,170.1
LOAN0002873,APP0006064,CUST002313,2025-09-23,119000,24,15.78,182.4
LOAN0002874,APP0006066,CUST001132,2026-06-27,58000,12,21.68,304.2
LOAN0002875,APP0006070,CUST000556,2026-03-24,160000,12,19.17,287.6
LOAN0002876,APP0006071,CUST002087,2026-01-18,67000,24,18.13,238.9
LOAN0002877,APP0006072,CUST000532,2026-01-22,78000,12,15.26,88.6
LOAN0002878,APP0006073,CUST002243,2026-01-16,84000,18,19.95,349.8
LOAN0002879,APP0006074,CUST000703,2026-06-23,40000,18,18.69,203.4
LOAN0002880,APP0006075,CUST002052,2025-10-27,39000,18,15.32,144.2
LOAN0002881,APP0006078,CUST000207,2026-06-19,75000,18,17.93,239.5
LOAN0002882,APP0006079,CUST001401,2025-10-10,72000,24,15.54,169.5
LOAN0002883,APP0006080,CUST001556,2026-06-29,101000,12,18.48,290.3
LOAN0002884,APP0006082,CUST001007,2025-10-12,55000,24,16.93,171.9
LOAN0002885,APP0006083,CUST001272,2026-02-09,63000,36,15.99,172.2
LOAN0002886,APP0006087,CUST001551,2026-03-21,108000,6,14.07,139.1
LOAN0002887,APP0006089,CUST002445,2025-11-20,52000,12,16.51,229.5
LOAN0002888,APP0006090,CUST002052,2026-04-09,131000,24,18.1,266.9
LOAN0002889,APP0006091,CUST001183,2025-10-09,198000,18,16.86,241.8
LOAN0002890,APP0006093,CUST001625,2025-09-01,67000,18,17.07,179.8
LOAN0002891,APP0006097,CUST000787,2026-01-06,148000,24,19.7,299.0
LOAN0002892,APP0006098,CUST000978,2026-03-26,57000,12,18.52,170.8
LOAN0002893,APP0006102,CUST000089,2025-09-16,161000,18,20.95,321.4
LOAN0002894,APP0006103,CUST000181,2025-09-16,38000,9,14.07,66.3
LOAN0002895,APP0006104,CUST000420,2026-05-30,48000,12,14.26,82.2
LOAN0002896,APP0006105,CUST000091,2025-11-22,73000,12,17.69,281.4
LOAN0002897,APP0006106,CUST002205,2025-09-02,179000,18,15.23,153.9
LOAN0002898,APP0006108,CUST001028,2025-11-16,49000,12,18.28,241.0
LOAN0002899,APP0006112,CUST002298,2025-10-27,57000,12,19.39,204.2
LOAN0002900,APP0006113,CUST000171,2025-09-30,10000,12,21.36,334.5
LOAN0002901,APP0006115,CUST001793,2025-11-18,154000,24,18.34,225.3
LOAN0002902,APP0006117,CUST001595,2025-07-21,122000,18,16.38,224.7
LOAN0002903,APP0006120,CUST000651,2026-06-07,66000,6,22.58,468.3
LOAN0002904,APP0006122,CUST001312,2025-12-26,35000,9,18.58,316.0
LOAN0002905,APP0006127,CUST001648,2026-06-25,76000,12,17.99,177.9
LOAN0002906,APP0006131,CUST002439,2026-03-21,132000,12,18.4,231.1
LOAN0002907,APP0006132,CUST001431,2026-04-11,69000,24,15.86,196.0
LOAN0002908,APP0006135,CUST001954,2026-01-17,207000,12,17.02,280.6
LOAN0002909,APP0006136,CUST001351,2025-07-12,41000,24,19.38,280.5
LOAN0002910,APP0006137,CUST001880,2025-11-16,201000,12,19.37,251.7
LOAN0002911,APP0006138,CUST001333,2026-05-27,119000,24,15.95,195.2
LOAN0002912,APP0006139,CUST002003,2026-04-06,94000,6,19.89,318.5
LOAN0002913,APP0006141,CUST000956,2026-05-11,29000,12,14.0,143.4
LOAN0002914,APP0006146,CUST001448,2025-11-15,150000,36,15.03,159.6
LOAN0002915,APP0006147,CUST002014,2025-10-11,60000,24,20.35,328.4
